Ngày,Đài,G.8,G.7,G.6,G.5,G.4,G.3,G.2,G.1,ĐB
23/11/2019,Long An,81,937,035705802750,9276,55493382560380832446036183631422301,2160420483,55677,59966,163147
24/11/2019,Kiên Giang,59,488,462182161574,0753,49400306561535263303745450598509389,4233844023,69219,84912,194022
24/11/2019,Tiền Giang,37,234,330366424613,4073,44488142391556267852243514194755877,2320756724,08403,78946,528242
24/11/2019,Đà Lạt,66,023,323267645320,2563,94559303720137638703051310355090987,5612110165,47359,65771,917783
25/11/2019,Cà Mau,29,569,628183596568,1218,66410242202175915290932557511599874,8444177534,75786,42357,026006
25/11/2019,Hồ Chí Minh,08,152,494311323137,0799,77522582267528926868451833374373729,3007514343,95425,19766,567739
25/11/2019,Đồng Tháp,21,660,985084942745,7557,65967736799883637316545463230624299,6920475232,62477,33873,486505
26/11/2019,Bạc Liêu,66,016,508852523715,7997,12952903101204956363894528728977805,7155614259,93173,26476,434307
26/11/2019,Bến Tre,15,338,692850336211,0039,76510815542716740656518415974738075,6616172873,09468,07206,736176
26/11/2019,Vũng Tàu,24,435,579217920984,4210,40397375518553153904968033932469240,2842420552,36541,68615,961002
27/11/2019,Cần Thơ,03,917,761263476772,6610,08386622532498749482155010090995453,6883640487,29513,58307,683696
27/11/2019,Sóc Trăng,03,261,797349586850,7414,55981848080188713685147500224677629,9435498716,69681,01634,737215
27/11/2019,Đồng Nai,02,479,034247767123,8706,98305174755591534941336846015482692,8967455470,10136,63583,927864
28/11/2019,An Giang,30,114,810320677977,5358,87024711383686775008058288865376849,0339947613,20631,49669,909460
28/11/2019,Bình Thuận,48,590,247706228702,4335,07546383185516648600028359913007331,2722493498,97469,99014,778880
28/11/2019,Tây Ninh,74,744,585249305146,1574,04039830268501892839536057043166857,0096839283,03451,09922,952825
29/11/2019,Bình Dương,29,687,578967601389,4322,57220262167007470616569626031179550,5347782953,28244,14232,614560
29/11/2019,Trà Vinh,60,242,994819728448,4272,32674025736458927745875873789451886,2304517403,83907,26191,635704
29/11/2019,Vĩnh Long,50,408,469827158558,0044,66449703345622269625479451307028907,0670746464,59097,89927,525386
30/11/2019,Bình Phước,94,551,077753716361,1761,03520698462339188974983014216806654,8134805683,00693,00659,373937
30/11/2019,Hậu Giang,77,328,319309205176,7880,84538537671806868059268803708548525,2872490772,57275,71527,702771
30/11/2019,Hồ Chí Minh,00,468,883950858550,4069,94736316601166683889911133816549806,3076359512,62163,14177,283598
30/11/2019,Long An,90,650,605140711824,9470,62906201991690601174902323747989124,1234180232,06173,39447,677360
01/12/2019,Kiên Giang,21,078,661798651176,1356,13223250165079811406007813158224956,2208269161,51638,22039,830638
01/12/2019,Tiền Giang,25,870,955475682574,5659,69233061937928692431038077439344469,1290859382,08027,90749,578104
01/12/2019,Đà Lạt,46,598,895431263022,6989,08855161273015331873670424522836209,8357507640,60373,40779,921924
02/12/2019,Cà Mau,67,619,191950907815,5643,58772877227320206416177781154354165,1247336479,84951,97129,201089
02/12/2019,Hồ Chí Minh,19,549,552982424792,2602,05941696917574548374716169989458748,7105698294,44374,17687,048784
02/12/2019,Đồng Tháp,85,298,564566748604,3798,28563633934579269323502349113907497,7636283196,47486,25696,260611
03/12/2019,Bạc Liêu,44,550,140403892478,6446,49424961389398290232677402647789417,7117028207,05821,22520,843419
03/12/2019,Bến Tre,37,724,863990698651,8576,57557561434772427447729071190382792,0188470613,70190,53740,133963
03/12/2019,Vũng Tàu,87,367,473335224819,7014,41293038368950967367833431414216713,7640394713,17558,52760,513933
04/12/2019,Cần Thơ,51,947,934540189721,7083,20013608572105676867518515572427089,9349027460,07992,60887,378572
04/12/2019,Sóc Trăng,02,099,354297307891,5953,92582432029576285004849681441829760,0552503250,70005,57271,858020
04/12/2019,Đồng Nai,84,769,430635211849,8501,78175072263676521505357232278476867,0265707623,28784,70241,285395
05/12/2019,An Giang,62,055,406304409101,9383,37394429374744692117081689020321125,1222877429,91727,17620,419201
05/12/2019,Bình Thuận,91,070,786721229613,1037,21549862849689951022320244984167273,6612098432,02680,95306,990387
05/12/2019,Tây Ninh,72,613,031420382348,0796,68245405710451164969085281457537676,6781387114,47187,74269,517099
06/12/2019,Bình Dương,79,914,411404879421,8088,39838220959048928742208420363683540,6062416045,20551,92422,272348
06/12/2019,Trà Vinh,05,689,890944288664,5655,57691459499729905910284767333748035,5871902363,52872,92689,608516
06/12/2019,Vĩnh Long,28,342,136578287483,8278,69274392030209050671571483408264540,4028888285,96565,00811,381142
07/12/2019,Bình Phước,01,448,656266344745,1941,12917628387880537159313731024650948,3207131700,62356,47714,717295
07/12/2019,Hậu Giang,57,552,401914868188,5575,71526595358983087326069708781365554,8262442136,81659,27994,344908
07/12/2019,Hồ Chí Minh,41,606,876147942928,0303,85824644953849708048561847617894910,7890129086,52442,60058,725918
07/12/2019,Long An,05,141,543958095432,2217,82160250213825610301465881875159754,3209601323,45055,22402,212270
08/12/2019,Kiên Giang,41,061,124613917665,7024,10509502286544669600400478208663517,1831275345,61606,64401,238830
08/12/2019,Tiền Giang,83,463,801778328724,2387,06220197464666917874828939625106841,3905896347,99250,01429,855476
08/12/2019,Đà Lạt,70,411,287571081033,9173,07616293672803085178297929204115570,2563852740,74140,43843,734713
09/12/2019,Cà Mau,86,906,552071215499,5982,71830908061630137352104064606598168,4448047552,43614,67252,421374
09/12/2019,Hồ Chí Minh,18,769,685194110765,0597,41410192970105760448783214390621183,3721673035,55159,34996,232474
09/12/2019,Đồng Tháp,36,425,862471959886,6580,80128498211501922032888594375009255,9341119730,33143,86655,569600
10/12/2019,Bạc Liêu,65,451,154572333625,0983,42077451260740975129490457959378007,0481858132,34709,51839,106037
10/12/2019,Bến Tre,79,456,025336803303,1914,75138605166324069052774520314216886,5398699254,47617,11544,447245
10/12/2019,Vũng Tàu,96,109,886831590773,8074,61477472897682268623090202434083792,4310383943,66045,08720,592563
11/12/2019,Cần Thơ,93,060,951299750864,6263,48413080551514485950946457613164150,4268763709,86478,29451,328146
11/12/2019,Sóc Trăng,59,294,545259281632,9857,43536819800763786398864565121956841,9123471841,91545,07143,919712
11/12/2019,Đồng Nai,40,137,628091052663,3538,38864499477308502177194113389010019,8121233354,14843,34836,694519
12/12/2019,An Giang,11,507,249872680897,4273,62325761472758475213019554988861427,4243662766,86947,27239,855173
12/12/2019,Bình Thuận,26,307,335044013374,7762,66850205790881373803784730201791087,7339705402,32667,18676,134753
12/12/2019,Tây Ninh,92,292,116476303335,7288,14369543660784922820448311750337500,8837835911,97885,36538,245591
13/12/2019,Bình Dương,66,888,579450552082,3982,18653952653307572660136719041905666,2352897250,23526,69696,521199
13/12/2019,Trà Vinh,01,338,604124716184,6494,90172046965319304583959100339254632,7882806578,39865,93909,932539
13/12/2019,Vĩnh Long,23,133,542950775306,5656,97630235640407881527860517202671415,2676013270,95033,51968,678138
14/12/2019,Bình Phước,07,353,514742985648,9431,49180904206005560729500687371184044,8100722837,30217,06567,299264
14/12/2019,Hậu Giang,81,880,521244443904,2605,04339857362823718341495851076218699,5890093444,17115,23032,410825
14/12/2019,Hồ Chí Minh,23,114,080408930062,6564,93870317756178353805471357043902743,2520308593,67076,51393,570849
14/12/2019,Long An,48,670,846787343152,6675,90291612616639724570401687210096149,9567970542,41159,85813,938745
15/12/2019,Kiên Giang,12,803,205885567717,0281,07821576947959977684701966815937003,2907507112,68643,27807,512304
15/12/2019,Tiền Giang,88,828,931427621758,3837,23407282036500211263272152481822099,5689474277,81839,57642,747789
15/12/2019,Đà Lạt,20,953,795846624770,3519,04421686197164147921973105475005364,3270791630,93481,19462,694755
16/12/2019,Cà Mau,43,169,655504012181,7167,10154783294727410327688283828823063,1174021913,31975,55180,256336
16/12/2019,Hồ Chí Minh,48,517,306750505996,8620,16582457618844560741524287666894240,0705675330,26302,48010,322068
16/12/2019,Đồng Tháp,50,360,156758602914,1671,86622688001819131617472838674982206,7639969444,44765,07315,047084
17/12/2019,Bạc Liêu,41,359,444435194924,0642,47702445141509740579221862040799657,8704942525,77461,76392,212118
17/12/2019,Bến Tre,48,623,022769688867,6534,75196555765548514205885252404113490,8946777606,41038,27336,502892
17/12/2019,Vũng Tàu,42,210,945840820018,5260,61748571646844663957020476665439104,2826931435,05886,54423,252208
18/12/2019,Cần Thơ,71,138,614070887458,6785,07353193726713857693872191147876075,4596979531,65059,33408,333351
18/12/2019,Sóc Trăng,73,032,035035339400,6887,46597000652251736610215862524074124,4761432444,04835,70889,755734
18/12/2019,Đồng Nai,90,500,744189179442,3732,35275538665842662865904275882540341,8937220598,81647,52951,473969
19/12/2019,An Giang,89,371,926537516333,7552,71565742822367756162199724002950690,8271436075,48882,80036,004320
19/12/2019,Bình Thuận,28,142,020322554423,4743,68515387405288361693941761648666167,0365752313,21795,45360,845811
19/12/2019,Tây Ninh,35,349,313393851225,4743,36068019517764995848188496126193918,4238354613,41010,82979,512164
20/12/2019,Bình Dương,79,639,391807991420,6002,53518666285420939993602378340541428,4313538471,59330,80436,266517
20/12/2019,Trà Vinh,46,334,925078934535,9226,38962344813706699633270131318393470,9258830153,19303,80891,832210
20/12/2019,Vĩnh Long,03,634,951949137280,2785,73598862830113971302418534029063328,9347407909,72544,56842,143230
21/12/2019,Bình Phước,80,248,261584164186,5450,94971969793112010281633933979468711,3293500230,00153,82983,186015
21/12/2019,Hậu Giang,40,876,713716808280,3679,93274596297758155711560865111863788,2806049901,36226,00526,580565
21/12/2019,Hồ Chí Minh,45,319,162878336575,9889,59692920865061465136830968507626260,8526737314,14785,44223,831395
21/12/2019,Long An,67,886,621605231266,1257,15683250527808397570672144248528384,2312531845,05515,52786,808453
22/12/2019,Kiên Giang,14,998,292725815471,3485,90562906522096331390258846997835616,1797125520,31010,88191,994974
22/12/2019,Tiền Giang,87,338,698753505186,4426,32898014906959937563048562615001737,4862825503,71765,41833,073846
22/12/2019,Đà Lạt,19,833,448330436372,5166,48795710226438956722344119902373004,4155876944,77593,84866,075528
23/12/2019,Cà Mau,32,626,520916050916,2306,43998731059869282348592062711275943,5153159533,98785,31459,077020
23/12/2019,Hồ Chí Minh,54,882,467243628077,3074,46740960012005338134719724628411204,5064985294,13552,65108,180279
23/12/2019,Đồng Tháp,02,667,901928606556,8417,36605115945316674101191866443216867,6574292035,88561,29278,078300
24/12/2019,Bạc Liêu,32,350,861273352788,0893,24271937454364334937803889127542650,7797176684,49603,18817,735894
24/12/2019,Bến Tre,74,492,185564313489,5853,95976535123709077248434554405448036,5544265174,64311,24239,668393
24/12/2019,Vũng Tàu,81,691,831791589625,5327,51447033420297981745821998582259468,0513225217,71518,32622,377268
25/12/2019,Cần Thơ,77,957,700386029643,2570,23324270727986020670670809849583407,9043225549,32997,39740,086816
25/12/2019,Sóc Trăng,74,483,735415835482,3020,64853751741188428525635660626665007,5395386710,13574,71601,958051
25/12/2019,Đồng Nai,79,158,833541104373,9407,19564898121215947984743863454075621,4496724286,18541,14221,361978
26/12/2019,An Giang,88,452,375743310206,9546,68276795716081102688444689461489133,2403441693,98012,03825,267916
26/12/2019,Bình Thuận,01,969,328818084676,2430,90286604519463859682620851358084777,4565335002,31114,16636,041933
26/12/2019,Tây Ninh,70,273,209084935188,9770,68023743271315376834206817199747613,2918146380,31364,71344,224427
27/12/2019,Bình Dương,72,880,566406857119,9103,83981788706888403018781936266245055,3985294632,10588,54934,479406
27/12/2019,Trà Vinh,14,358,209571605769,1389,48289788734370314454821907871334335,3239211346,91611,06052,595583
27/12/2019,Vĩnh Long,78,889,783976507244,2869,85270150577712756927035862613616367,4108815554,50827,24666,257077
28/12/2019,Bình Phước,77,569,748078904667,6320,14602210481465493408960009646026766,3225519753,91482,18442,504096
28/12/2019,Hậu Giang,20,096,033717800748,5189,72294137592261458557884880683831671,2710058184,35543,43871,269745
28/12/2019,Hồ Chí Minh,21,794,722526444557,2732,37474623101358355740079769764675938,0966397916,17868,66318,429969
28/12/2019,Long An,37,984,239743091772,3763,72492288346598977187603504959509723,5728171196,17747,63236,176494
29/12/2019,Kiên Giang,50,123,119813640552,4227,39854782196060313860666961760803569,6091484300,93765,78482,995848
29/12/2019,Tiền Giang,62,835,739723983545,7157,93657978690832638947462650005662345,3752623061,72274,68590,369701
29/12/2019,Đà Lạt,43,716,583327760102,7179,68898440049808874245083550120151498,0672895682,24420,29620,629034
30/12/2019,Cà Mau,93,164,239753112313,1080,44838635194466908631616765766504156,3439090773,31118,34520,280408
30/12/2019,Hồ Chí Minh,21,102,678434116825,9600,43776971144321567286378853708492841,1919596437,94698,04240,654092
30/12/2019,Đồng Tháp,31,999,223073245932,7419,22742401248046091957542711291471738,0467461192,51695,80736,932299
31/12/2019,Bạc Liêu,93,313,370066734062,0374,32807621390862377879319892023867767,0713691781,45378,68652,674081
31/12/2019,Bến Tre,02,357,139639655630,6635,13453125754058306711805127367105723,1528933876,19749,84330,188192
31/12/2019,Vũng Tàu,95,365,197100273908,6621,61697954115352235011829985931860590,1677182916,98790,44254,545846
01/01/2020,Cần Thơ,67,288,744385101365,1080,68049948134665054953937916923330021,0131757809,46839,12588,091446
01/01/2020,Sóc Trăng,85,470,074665643305,5847,13102089389361109951920924213039137,7239025842,57135,24155,066758
01/01/2020,Đồng Nai,07,508,172431009011,6135,27461844666097312966099568733107340,7617905605,49300,24599,657749
02/01/2020,An Giang,91,322,289057984337,1764,14914412422137768932749349768388505,6723098626,51501,72442,540009
02/01/2020,Bình Thuận,69,698,789659053780,4163,91699641536825329905564961272513063,7402134040,08161,10437,252800
02/01/2020,Tây Ninh,70,127,570111872657,0250,69364890468609218058919856510740840,2403409786,36253,88805,967758
03/01/2020,Bình Dương,91,682,687710020124,2356,91544276147957442212412722529947459,6112887353,40489,59909,071075
03/01/2020,Trà Vinh,68,901,364538855120,6803,65125537758274063458138373862243874,4059869241,35754,42362,582167
03/01/2020,Vĩnh Long,03,048,266031221265,2385,22342497760011651642232972623917600,0434342353,15698,15933,185972
04/01/2020,Bình Phước,03,350,317977136594,6237,11456476911463520647188248309882212,6968993436,00466,64421,503775
04/01/2020,Hậu Giang,84,533,696771204029,8298,82914157558404188645826641815886623,7443431538,80661,10817,532472
04/01/2020,Hồ Chí Minh,10,626,445096002537,1835,53970017569244012645438362384553258,2834188788,00454,22175,830331
04/01/2020,Long An,08,436,294339582873,6240,80646158065839272515031232778376112,1471205110,87394,25158,085563
05/01/2020,Kiên Giang,67,376,753295329426,7498,10657026744165893279391137158843306,2694121745,20203,31324,772177
05/01/2020,Tiền Giang,14,859,164039276784,7034,23122835326221047064384825801790735,7857869902,13174,90759,507554
05/01/2020,Đà Lạt,20,013,100403677441,1081,72204064688206205122014828808093999,5909196757,09250,14216,096736
06/01/2020,Cà Mau,90,568,167644528864,9514,89544245066037829161163082319878031,9969207807,09612,41227,758611
06/01/2020,Hồ Chí Minh,14,738,756107151460,2209,44172518631039063423983576471132659,4369425686,06177,83056,418470
06/01/2020,Đồng Tháp,51,897,276348843174,4305,08057418372225556202840109077613645,5715644052,57493,35629,661676
07/01/2020,Bạc Liêu,57,967,299685925726,2325,25193073744071798329930220352967941,5931949623,17856,55664,096701
07/01/2020,Bến Tre,87,496,341268404438,6649,88361396168460314917602738991655600,2162713648,68291,52399,920908
07/01/2020,Vũng Tàu,03,070,053066916878,3980,81681600567212542185645835192406491,4511827810,60655,29378,873455
08/01/2020,Cần Thơ,72,545,806076045410,3125,06656384780196908257664190178201522,6253644697,85733,22967,778670
08/01/2020,Sóc Trăng,82,961,643965779088,7504,05369433685612905540419692473901446,4024763443,57886,81275,345092
08/01/2020,Đồng Nai,65,489,212776268810,1811,53464284930142768293271037696335416,6172999593,88116,01797,038025
09/01/2020,An Giang,56,880,304493904313,8298,46466106448729675190462658106673129,9564556331,30168,55544,278091
09/01/2020,Bình Thuận,89,797,828716925855,7602,85401797019008770072149765123813079,9693018371,73488,60435,896922
09/01/2020,Tây Ninh,38,548,407251943304,1166,49794980179242904227994258133296316,6836844822,31640,16965,318706
10/01/2020,Bình Dương,83,931,392954542475,0009,39215786647014443896119945260799367,7508289646,19689,20609,471406
10/01/2020,Trà Vinh,47,860,358421388598,7235,68577811193965746982676700580212966,2637959108,83139,08307,140730
10/01/2020,Vĩnh Long,85,998,962892907166,0291,19280954243795212601866773921395451,4816329186,14083,34029,902356
11/01/2020,Bình Phước,17,857,617345298741,6817,16776520682282883689888819416059283,2862308985,18103,32767,043635
11/01/2020,Hậu Giang,77,930,562521276577,3268,65608859707050272942441078480179897,8509366230,50302,38901,184322
11/01/2020,Hồ Chí Minh,84,740,903819391609,6505,21724518504139299727508746672638113,9196815748,80839,41714,982705
11/01/2020,Long An,32,617,203956741083,8709,30699285567272606518750673662340118,1364581697,14988,34860,686629
12/01/2020,Kiên Giang,83,045,845005820489,8973,54723325788673225103599452395358044,4630920402,94524,65545,887952
12/01/2020,Tiền Giang,39,707,751329892132,2197,42449175653658895222977116473700751,0311961929,26391,92471,171328
12/01/2020,Đà Lạt,97,093,719142874748,4436,74637098133764592813662529667328978,7496303512,42392,85859,194598
13/01/2020,Cà Mau,22,334,725691648966,5197,38380726438382859286395626716451414,3164970134,18643,20051,009069
13/01/2020,Hồ Chí Minh,88,748,314420118465,9441,92357784999528056705312586098790686,6981662962,00585,39292,695662
13/01/2020,Đồng Tháp,99,730,094364454983,1996,37750466243896542957844537175676759,2233558879,44098,95029,048684
14/01/2020,Bạc Liêu,72,920,189750084717,8256,53327871459600459619271695395661403,2565995241,21772,04099,246511
14/01/2020,Bến Tre,31,475,824643544118,5676,65729532615576612224171377407531376,4330435829,76223,63886,029010
14/01/2020,Vũng Tàu,56,868,270373599078,8196,29030379939762056554890485142698192,1979301574,35296,08666,694086
15/01/2020,Cần Thơ,06,577,558318384276,8969,86686392484244906671140589817591268,9675083870,14863,23680,150419
15/01/2020,Sóc Trăng,65,389,150713008971,9729,45869550442291407387640553027447964,8540194502,49299,00904,622712
15/01/2020,Đồng Nai,93,719,548934181940,1549,62155515901404184248327445899711273,0217444708,21390,13265,397704
16/01/2020,An Giang,01,988,690450367055,9762,83034693071000640264289405101543215,5722981009,74119,58255,512487
16/01/2020,Bình Thuận,51,827,640215962813,3189,20402768009619163547678765378716958,7782613461,80812,66016,201398
16/01/2020,Tây Ninh,15,979,995094344789,8193,97264594232374802618286017991589763,4708486048,85216,70360,441481
17/01/2020,Bình Dương,95,286,106675314892,0421,34855435651819951979928041026879358,2672468568,38776,31237,848661
17/01/2020,Trà Vinh,60,904,174603623721,5870,18157315431458606417514673892370531,7673407061,70030,91785,830065
17/01/2020,Vĩnh Long,24,175,271593634998,3282,27403705274689808541424016927461800,7270723413,06078,62104,684564
18/01/2020,Bình Phước,41,996,332391991518,8682,51136731797923245084703275191335790,2365219185,60038,80901,131804
18/01/2020,Hậu Giang,11,060,898584103216,0878,26467042408159746176531501734584770,8795547381,58580,07835,716462
18/01/2020,Hồ Chí Minh,59,894,220801453828,6555,45358498643473266669267829459807560,4896851661,40043,17468,084653
18/01/2020,Long An,19,139,410020706250,8016,50103808352685534199623135844033546,4855541156,61889,93809,087496
19/01/2020,Kiên Giang,81,623,690546401101,4178,57145972619507273549061377131149285,9691431213,62323,76397,840662
19/01/2020,Tiền Giang,72,581,309726864056,2278,38085447828752999621123219457684259,1100684715,84077,90838,213779
19/01/2020,Đà Lạt,16,717,284968601883,4506,80624028702996614610646641454678281,2730966294,85655,01854,320023
20/01/2020,Cà Mau,34,796,207170272320,3457,92876971006172210571828820310691772,5168269153,30926,00908,413783
20/01/2020,Hồ Chí Minh,28,980,053392587453,5099,82969673031477618120550639882319425,8070320258,33209,37231,285333
20/01/2020,Đồng Tháp,15,032,391333675198,1176,54867927611756259625775898098405379,9565032158,07364,04236,026183
21/01/2020,Bạc Liêu,37,898,163709901047,3264,58648075868295813551787921032292596,3673976133,75535,52502,362747
21/01/2020,Bến Tre,73,073,340873025553,8248,03658055082692371769885971988121101,0848496366,54374,40605,765500
21/01/2020,Vũng Tàu,57,254,483680368507,1350,27494210248045789980374964870987851,9199058978,11232,73497,964170
22/01/2020,Cần Thơ,05,599,506265941556,7027,78464003377068502989798687298331797,0969313747,95040,78977,470991
22/01/2020,Sóc Trăng,23,937,799689365373,8796,12932527477562879569697290877086992,6063599164,70857,56202,502669
22/01/2020,Đồng Nai,99,560,533684638395,8202,22809216600095151404191456983578472,7203968327,18689,72119,008775
23/01/2020,An Giang,95,375,148447706247,1042,54610832364896064147479001450928843,7618950290,55692,14875,809801
23/01/2020,Bình Thuận,65,225,277117417355,8750,30705085744164260586295309441438501,6398368166,09304,16722,969492
23/01/2020,Tây Ninh,21,315,011046790893,4781,50877981231559717970603255054149261,9395147762,59390,86266,297377
24/01/2020,Bình Dương,85,463,220900787663,3803,49241491903070122309935405045224178,3835654661,68380,13018,086430
24/01/2020,Trà Vinh,86,826,986108459921,2905,60325276043132097761479777950416831,0902876644,60133,41353,586971
24/01/2020,Vĩnh Long,93,716,780492462451,0780,76614155422713092587975320759683298,5081930794,60831,60866,721258
25/01/2020,Bình Phước,25,704,905346983001,7334,66776963021167277584790447465951105,2650522063,72333,21673,753128
25/01/2020,Hậu Giang,62,305,533235014244,4460,38188499057940796268875283776496831,6754614076,87459,14666,355861
25/01/2020,Hồ Chí Minh,32,315,799352690663,6432,70818226938765193340127132540957359,7353464628,11277,41334,049989
25/01/2020,Long An,55,197,116332472303,2856,24168742149458434195855139205450552,2015513322,93966,17730,164847
26/01/2020,Kiên Giang,62,205,503722327528,7123,36136822257054493882548707622188005,9872070294,71384,91757,305774
26/01/2020,Tiền Giang,75,085,695414680809,2009,37461683359445724150116227974082783,0164552321,52119,99061,039590
26/01/2020,Đà Lạt,05,613,757120615752,7593,31783769727393648276051329866394582,5033185113,53850,75198,202567
27/01/2020,Cà Mau,88,428,597053152796,2566,45979720030216185214417327782023510,0200002498,68058,90879,576087
27/01/2020,Hồ Chí Minh,85,394,877055731150,4580,08933721341566596966211160210931888,0911241393,66438,12204,180309
27/01/2020,Đồng Tháp,70,432,010242493247,9096,87926828675389192634633398322486248,1474492847,22871,78940,535779
28/01/2020,Bạc Liêu,45,089,708180955205,6367,73939528689995500688869496880961377,3843167357,39587,86036,335205
28/01/2020,Bến Tre,42,844,962474430829,1654,03512980622359430433480251076333884,4017104763,13465,29502,790214
28/01/2020,Vũng Tàu,45,582,191644374111,1975,92274964496679858687340022451428685,2398986891,99184,62485,223900
29/01/2020,Cần Thơ,73,158,836658921720,6816,45869984792026576281896628504372092,7573718807,59539,58720,545810
29/01/2020,Sóc Trăng,64,443,662894500747,7304,93844846661081208805966565424046078,6252280096,56688,51491,865547
29/01/2020,Đồng Nai,42,692,071590478241,2526,59430594448050288364040097701065526,1610640209,98750,08277,845991
30/01/2020,An Giang,34,419,063256457677,3658,94279438705545273049652650566844699,9465265074,05617,72357,931888
30/01/2020,Bình Thuận,89,756,093224946451,5730,19711439253737392273238834598167308,0107027670,76401,00672,410055
30/01/2020,Tây Ninh,62,430,922752969001,4607,71278023886659962108068258775093576,8025371353,13034,66479,275350
31/01/2020,Bình Dương,48,829,163604212735,1553,45057002281047659228306174852055556,9173637099,06318,43168,465792
31/01/2020,Trà Vinh,30,333,717778875117,4722,81581045728389549766073529437917009,8037822533,37369,03133,213336
31/01/2020,Vĩnh Long,61,153,525113723121,8699,78770133801734652217972740552106843,4634582180,74609,60784,989950
01/02/2020,Bình Phước,62,428,869358575419,3762,77894727331548828732254304430791531,2059489620,28913,11457,177216
01/02/2020,Hậu Giang,92,908,974887994057,0071,51761147382022964942739865399703025,5261238652,45928,92870,808540
01/02/2020,Hồ Chí Minh,57,723,487885995608,1860,17076296058513151827780925418444435,4584752765,58840,01014,959823
01/02/2020,Long An,72,321,694384211636,4575,10830870460693346019536450675436438,8970261551,96120,52812,237726
02/02/2020,Kiên Giang,63,067,927165753905,7688,09985580703793651847031906727327568,7283186083,05728,66008,697962
02/02/2020,Tiền Giang,25,271,333232152449,5958,18483925289914127760847164138779194,9344441110,00095,87428,966571
02/02/2020,Đà Lạt,18,649,907944141741,7928,78880868365900969866553761766405772,3968696431,82577,11043,155716
03/02/2020,Cà Mau,44,721,558110264166,2609,46068306227348065309993475941504683,0696778522,37131,80089,866936
03/02/2020,Hồ Chí Minh,71,977,004908121172,0515,04822273125626337482238761915512032,6194004817,11077,53454,511050
03/02/2020,Đồng Tháp,13,405,952874636233,4877,17559082192060126019340860882599266,5555645078,56356,31364,443764
04/02/2020,Bạc Liêu,84,406,067532990386,6539,39744907389123260200375984407578569,7165025520,27942,85725,794431
04/02/2020,Bến Tre,78,147,158302277692,7267,88789163805849221000367074301090800,7955625739,27766,82895,624536
04/02/2020,Vũng Tàu,61,631,180960198024,7801,24677281533655470054053056869283572,5633485866,27440,07565,437318
05/02/2020,Cần Thơ,12,049,163099835171,7909,22945576192893156336322821732017466,1728953667,22040,73234,369663
05/02/2020,Sóc Trăng,50,829,277542970225,6926,33501896136851249367397700144771795,9573700567,73100,06593,360834
05/02/2020,Đồng Nai,85,776,267433193899,8155,87999642356756799722066235010266159,0552763053,39121,40917,624832
06/02/2020,An Giang,98,948,278020357975,8254,07632218826280174404547542634961367,1142006249,98546,15415,971108
06/02/2020,Bình Thuận,24,211,170197131075,1062,68049787878709500840972078369777010,6996505672,16161,22449,212382
06/02/2020,Tây Ninh,11,954,629388062678,8358,00574809848684564783824435059444624,2039735566,73911,60490,857911
07/02/2020,Bình Dương,58,020,952492765164,3894,22656943417207502528622505616929641,2960024248,76936,92115,161425
07/02/2020,Trà Vinh,70,181,437861945527,1325,43129436780094520524928168402716606,1166591616,36479,14211,221227
07/02/2020,Vĩnh Long,08,081,902595663447,2814,36041587157668022850778096227228449,9663102811,90121,29131,371296
08/02/2020,Bình Phước,27,755,676571816686,2333,50008542750199953205205227291122025,3428942142,84706,26088,281727
08/02/2020,Hậu Giang,37,135,037373275556,6157,51553130265149731781199164499249740,5719158535,16833,56350,935804
08/02/2020,Hồ Chí Minh,48,376,016830112775,9765,60762959339794658848698227620119688,2066397059,14474,36382,958841
08/02/2020,Long An,20,663,928081222955,0957,33151147932301742527567933083816029,4876257983,50231,00719,831205
09/02/2020,Kiên Giang,53,632,693296977512,6014,57841177520963784037636498789002838,6245976211,47356,01831,572641
09/02/2020,Tiền Giang,29,885,241534714788,0896,84765779867972182539126240193525392,6766239854,50588,30754,741078
09/02/2020,Đà Lạt,95,772,468617328910,3640,84354644891072195192770656960052865,2394505526,70035,80875,088233
10/02/2020,Cà Mau,65,026,833517821500,9200,95339591864563626215878227226452081,7862327837,93601,16210,145366
10/02/2020,Hồ Chí Minh,11,981,600413525046,8458,63808390316531053210542965545074425,6672146981,87686,21794,566283
10/02/2020,Đồng Tháp,88,509,815329164221,9185,94149333351319938561077197722374658,4646815968,99573,19843,805978
11/02/2020,Bạc Liêu,43,079,177168486410,3882,86935366154032753628084673711167922,5127339755,44856,18163,808233
11/02/2020,Bến Tre,20,834,228353960056,5147,90048842488922202534049602728222192,5901710983,49087,51463,109347
11/02/2020,Vũng Tàu,45,734,456873701986,4762,50811175451853285432804601709934520,5016010389,45971,58753,266431
12/02/2020,Cần Thơ,38,744,769806932304,4174,68044593249140394670669965628533640,4687471939,07145,33711,372850
12/02/2020,Sóc Trăng,23,108,641770654740,1990,54341761820344027057222420140317477,8387090608,12769,45161,140942
12/02/2020,Đồng Nai,60,447,462076635308,9343,61671372713863465525143254414126117,9589687158,57953,56926,943902
13/02/2020,An Giang,79,919,627549955441,7474,77803778939854006539164341983451045,2449789521,05381,91281,713835
13/02/2020,Bình Thuận,70,110,370067656525,3373,51198065988765181543367228688754341,5561770991,06152,42033,611281
13/02/2020,Tây Ninh,16,119,678416131415,7797,09355067495092220343567036375203546,1984183025,37170,43313,392121
